model,prompt_tokens,batch_size,ubatch_size,n_gen,repetitions,bench_json,gpu_csv 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,768,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n768_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n768_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,768,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n768_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n768_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,768,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n768_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n768_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,768,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n768_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n768_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,1024,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1024_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1024_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,1024,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1024_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1024_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,1024,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1024_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1024_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,1024,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1024_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1024_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,1024,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1024_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1024_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,1280,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1280_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1280_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,1280,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1280_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1280_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,1280,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1280_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1280_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,1280,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1280_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1280_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,1280,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1280_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1280_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,1536,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1536_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1536_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,1536,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1536_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1536_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,1536,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1536_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1536_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,1536,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1536_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1536_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,1536,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1536_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1536_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,1792,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1792_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n1792_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,1792,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1792_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n1792_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,1792,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1792_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n1792_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,1792,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1792_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n1792_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,1792,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1792_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n1792_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,2048,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2048_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2048_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,2048,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2048_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2048_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,2048,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2048_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2048_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,2048,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2048_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2048_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,2048,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2048_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2048_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,2304,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2304_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2304_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,2304,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2304_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2304_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,2304,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2304_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2304_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,2304,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2304_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2304_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,2304,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2304_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2304_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,2560,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2560_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2560_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,2560,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2560_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2560_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,2560,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2560_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2560_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,2560,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2560_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2560_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,2560,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2560_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2560_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,2816,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2816_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n2816_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,2816,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2816_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n2816_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,2816,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2816_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n2816_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,2816,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2816_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n2816_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,2816,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2816_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n2816_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,3072,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3072_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3072_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,3072,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3072_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3072_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,3072,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3072_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3072_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,3072,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3072_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3072_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,3072,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3072_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3072_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,3328,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3328_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3328_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,3328,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3328_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3328_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,3328,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3328_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3328_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,3328,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3328_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3328_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,3328,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3328_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3328_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,3584,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3584_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3584_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,3584,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3584_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3584_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,3584,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3584_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3584_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,3584,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3584_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3584_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,3584,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3584_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3584_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,3840,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3840_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n3840_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,3840,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3840_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n3840_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,3840,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3840_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n3840_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,3840,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3840_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n3840_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,3840,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3840_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n3840_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2048,4096,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n4096_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2048_n4096_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,2560,4096,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n4096_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub2560_n4096_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3072,4096,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n4096_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3072_n4096_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,3584,4096,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n4096_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub3584_n4096_r10.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,4096,10,"generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n4096_r10.json","generate-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n4096_r10.gpu.csv" 
